fseq,name,kcal,carb,prt,fat
43,꽈리고추 감자조림,478.65002,80.152,7.4804997,14.974
44,크림스파게티,1462.5001,98.17299,41.892002,97.565506
45,치킨스낵랩,1145.85,86.451996,63.397003,58.7615
46,로제스파게티면,986.53,103.8578,20.021002,56.884197
47,소고기(차돌박이) 숙주나물볶음,463.49,15.0204,36.568104,27.692
48,가츠동,1060.79,95.018105,61.513897,47.405495
49,부추전,1467.8999,157.0,57.04,64.15
50,해물 하이라이스,943.04004,111.22611,58.4469,25.888
51,오징어 튀김,134.7,7.8570004,2.606,10.224
52,고추짜장면,3449.6301,525.0008,80.485405,104.751
53,마이러블리튀밥,969.69995,78.69101,39.482002,52.890003
54,마이 스위트 베이비,267.0,30.915,3.07,13.791
55,짜투리타타,806.35,24.6215,70.2275,47.024498
56,또띠아꿀피자,838.9,56.4125,43.8475,49.431
57,맑은대구탕,43.4,4.032,5.847,0.8449999
58,마파두부덮밥,499.3,31.781998,20.672998,31.793001
59,알리오올리고,1086.1,94.7473,22.7116,67.8552
60,가래떡 삼합,221.05,24.471,3.769,11.809
61,달걀말이,970.80005,9.431001,52.8705,78.1135
62,스테이크 덮밥,560.11,69.87041,39.7079,13.1538
63,봄동 겉절이,432.46002,68.6576,16.3096,15.155499
64,알탕,487.91,41.7027,70.246506,5.0745006
65,순두부찌개,514.19995,16.702002,71.604004,15.409
66,스파게티소스김치스파게티,2195.55,396.76852,78.62,35.22
67,마파두부,828.08997,61.2547,33.610497,46.9557
68,치킨데리야끼,702.42004,62.769596,50.718,22.126001
69,오징어 간장 조림,511.10004,70.119995,49.330505,3.309
70,오징어볶음,283.8,40.031998,6.756,11.702999
71,누룽지닭백숙,1204.4001,12.802,241.60298,14.051
72,고추장 훈제오리김밥,683.32,63.318005,25.2122,36.8924
73,멸치볶음밥,284.0,13.171001,6.7209997,22.632
74,애호박전,629.02,57.435,13.907001,38.738
75,닭볶음탕,1964.5599,175.93259,266.39008,19.505999
76,수박껍질잼,3.8999999,1.077,0.030000001,0.0075000003
77,시래기 청국장,706.01,40.6301,70.04561,27.54
78,아욱국,824.7,32.759,147.376,7.2790003
79,대구탕,1912.8,40.756496,401.87653,9.455001
80,규동,1441.6099,230.70801,50.905296,31.39
81,샤브샤브,2493.3496,253.724,136.89099,100.26201
82,순대볶음,553.2601,75.4156,15.297602,24.462502
83,톳두부무침,393.81998,23.556501,27.0789,24.436398
84,방풍나물무침,301.5,45.143303,8.5994,11.4086
85,소세지 옥수수 통조림감자 루꼴라,1565.75,123.55151,82.55499,81.067505
86,굴무침,564.92,86.5201,14.8355,24.4795
87,샐러드김밥,68.600006,11.125,6.7509995,1.754
88,까르보나라,2406.6501,266.9075,61.036,121.943
89,길거리토스트,400.58997,49.9177,21.316,14.182899
90,치즈밥전,102.1,14.014,5.0509996,2.702
91,들깨북어미역국,664.64996,16.8895,84.232,30.535
92,또띠아샌드위치,278.1,53.376,9.123,3.162
93,두부 닭고기(가슴) 스테이크,349.39996,14.622,46.697002,10.585
94,치즈잡채쌈,118.3,18.205,3.729,4.341
95,브라우니,340.7,32.565002,4.225,22.469002
96,피클,1197.35,293.71948,13.2695,2.527
97,골뱅이찌개,693.04,58.1363,97.777794,9.5762005
98,도토리묵 무침,477.9,61.898994,9.434999,23.329
99,수제버거,1213.6501,28.3435,98.78171,74.651
100,멸치볶음,119.3,10.47,8.998,5.4459996
101,햄마요덮밥,411.60004,19.5735,40.4095,19.14
102,소고기 만두,858.60004,117.12801,36.278,26.43
103,감자전,148.9,10.984,2.905,10.869
104,코다리조림,2465.8503,94.728,444.98352,26.106998
105,닭개장,1790.8002,66.9955,295.3755,35.524998
106,오징어 초무침,255.0,33.310997,25.452003,3.4980001
107,고기완자전,3472.4497,217.382,197.79301,192.09149
108,아몬드 에너지바,315.8,26.0,7.836,22.588
109,과메기구이,165.55,21.283,8.431001,6.0569997
110,두부스테이크,2037.6099,316.4067,93.711006,36.744198
111,메추리알 소고기 장조림,4299.67,143.0523,359.00317,239.59952
112,시금치 섬초무침,272.3,9.343,3.948,24.462
113,부대찌개,986.7999,82.1435,60.6875,49.416996
114,보쌈,2203.7002,46.329,109.77151,172.088
115,볶음 쌀국수 팟타이,93.1,9.933001,7.092,2.8970003
116,미니핫도그,70.0,8.733001,2.539,2.592
117,베이글 크림소스 햄버거,1202.8,42.6875,64.669304,84.506
118,빠에야,110.20001,16.429,7.839,2.148
119,두부덮밥,116.94,13.6257,4.9328995,5.3275
120,잣 크림치즈 곶감말이,309.0,15.249001,8.025,26.365
121,게살크림치즈만두,846.0,37.787003,18.856,70.129
122,아삭이 가지 고추 물김치,728.0,160.586,17.8955,2.431
123,야채 달걀찜 프리타타,1788.5,77.89949,110.81501,109.173
124,바케트 달걀빵,301.6,27.723001,18.431,13.474
125,돼지고기 김치찌개,2201.15,79.68601,154.1545,133.9285
126,리코타치즈,2504.4,85.36,41.19,222.37
127,감자볶음,282.4,16.082,24.529,13.898
128,애호박새우젓볶음,377.15,11.5765,5.362,34.651497
129,짜장떡볶이,1238.4,156.08249,66.0495,39.686
130,귤청,2039.65,531.349,1.0950001,0.18
131,베이컨갈릭 옥수수 통조림치즈,1348.2198,152.2096,46.1735,61.910995
132,날치알 달걀 덮밥,681.7,81.35351,26.571003,26.1025
133,치킨마요덮밥,1062.2,55.342003,19.499,83.411995
134,해물파전,963.25,149.1305,36.4949,21.072
135,충무김밥,1492.6499,176.455,103.261,41.765995
136,굴소스 스파게티면,1474.45,196.059,55.324997,52.404
137,돼지고기 김치찜,2753.31,58.1156,246.06262,158.193
138,통밀 바나나 잣 빵,1636.55,253.221,48.980995,46.736
139,깐풍만두,179.62,39.496098,5.1101995,1.162
140,허니콤보 치킨,926.4,34.184998,149.54199,18.671999
141,오지치즈후라이,931.1,76.297005,46.628,47.6
142,해물 강된장,515.0,33.444,69.749504,10.0
143,베이컨 치즈 주먹밥구이,1876.2999,125.12901,102.493,103.759
144,유채잎 된장무침,409.0,34.5803,23.752302,24.1684
145,떡꼬치,5759.58,1286.3313,94.9354,17.103
146,생선까스,363.7,24.253,24.012001,18.163
147,닭꼬치,749.7599,39.6254,111.1571,11.724998
148,주꾸미볶음,984.14996,179.3965,51.288498,13.735999
149,명란스파게티면,190.20001,10.988,3.815,14.513001
150,오징어 버터구이,346.4,41.099003,37.779,6.5790005
151,쇼콜라 케이크,2223.7,236.394,95.185,111.32301
152,치킨룰라드,1400.78,44.6446,118.61051,80.9204
153,베이컨 에그컵,508.2,5.105,35.189003,36.709
154,옥수수 통조림치즈 샐러드,769.8,122.604,20.915,21.725998
155,오이무침,233.1,42.99,8.783,5.4649997
156,컵케이크,495.63,51.216,18.383999,25.9665
157,문어산적,662.55,93.996,18.72,25.3115
158,닭불고기,545.87994,55.313507,43.0279,16.2209
159,마늘 크루통,244.56,46.111,6.0936003,6.468
160,부추 오징어 부침개,586.2,19.651,56.740997,28.944
161,짬뽕,578.19995,39.179,63.096996,16.362
162,크레이프 케이크,3922.7,390.19098,136.12999,202.33002
163,팬피자,522.68,49.184402,34.466103,19.5219
164,돼지고기 보쌈,2079.55,14.939001,107.11,170.3945
165,소불고기,2252.2,53.026997,158.00598,150.07501
166,깻잎나물,787.14,39.8777,22.220001,62.897
167,두부조림,1128.35,66.2245,81.2345,59.343
168,유린기,931.61005,64.7704,129.29799,15.3292
169,홍어회무침,1508.8501,147.99998,215.71552,10.239
170,김치돼지고기 두루치기,1332.1998,61.269,62.945004,88.83699
171,아구찜,1329.9999,147.826,159.40047,6.2645
172,동태조림,928.3,45.688,165.67198,6.8160005
173,깐풍골뱅이,1271.1898,94.0617,170.41971,22.5685
174,돈까스,3148.8,325.119,280.307,65.361
175,황태채 구이,628.01,35.4952,83.79271,16.7643
176,굴밥,4715.6997,965.95795,121.5825,15.015
177,알리오올리오,525.15,100.64651,21.628498,5.191
178,돼지고기(목살) 스테이크,2116.9502,60.7345,164.28253,123.78901
179,해물 스파게티,974.19995,156.59349,45.108494,13.8205
180,우유식빵,1547.73,310.557,62.238003,14.382999
181,된장 깻잎 짱아찌,1154.2,168.003,73.3575,19.524
182,차슈 덮밥,2282.62,82.25651,177.251,129.932
183,고추장찌개,138.6,22.105001,7.11,3.2329998
184,주꾸미볶음,168.09999,25.016003,6.617,5.99
185,그릴치즈 샌드위치,86.7,14.345,2.657,2.962
186,어니언딥,1217.3501,43.269997,10.494999,115.14449
187,터키버거 샌드위치,399.2,29.482,19.21,22.618
188,미트볼,1161.0801,24.177803,100.62542,69.8526
189,소고기 카레,265.34998,49.482,8.616,5.8980002
190,찜닭,1616.5,103.89101,225.00749,28.181
191,닭고기(날개)구이,1040.0,62.1795,54.7865,58.014
192,스펨카레,369.6,23.835,34.3,16.45
193,허니버터 새우 토스트,219.04,43.5498,6.461,3.3564
194,두릅무침,400.0,20.1295,25.694,24.797
195,황태국,786.7,6.845,156.653,10.555
196,해독주스,383.0,93.75,9.43,2.3100002
197,미역줄기볶음,354.1,20.95,9.951,30.302498
198,고구마 푸딩,820.91,171.2985,12.346,13.010999
199,또띠아,453.27,26.056,38.593,21.152
200,비트주스,17.9,4.163,0.407,0.095000006
201,찹스테이크,1367.3,59.100506,55.699,98.398
202,고르곤졸라피자,223.5,18.512001,5.392,14.724001
203,해물 떡볶이,1765.6798,329.7678,63.343002,20.475801
204,가지무침,279.61,29.0602,8.536201,15.7963
205,토마토 치킨 카레,579.5499,71.357506,34.2205,20.801
206,김치볶음밥,731.7701,74.675606,27.34,38.1115
207,쿠키 버터,1231.0,194.83,26.509998,48.11
208,참치 치즈토스트,196.7,20.585,12.042,8.051
209,만두 떡볶이,992.56,182.6381,20.041101,22.8812
210,호박 고구마 식빵롤,564.75,123.65849,9.43,4.2295
211,또띠아 피자,213.35002,35.131496,8.479,4.62
212,치즈떡볶이,1063.75,185.75351,56.317005,12.426999
213,치즈가래떡,623.7001,122.934,16.727001,9.155001
214,칠리연어 퀘사딜라,643.39996,13.15,50.74,42.690002
215,식빵토스트,463.4,69.84701,15.23,13.605
216,요거트 베리 피자,1218.2,202.14,19.045,32.965
217,뚝배기 달걀찜,309.67,8.968,27.588,17.384499
218,부추김치전,1009.4,162.23401,46.450996,13.99
219,참치 샌드위치,3867.0503,91.915504,87.80299,351.26498
220,오징어 볶음,597.95,38.806004,34.4835,33.038498
221,부지깽이 새우볶음,274.66,11.7887,16.5534,18.223
222,포테이토피자,586.94995,42.696,20.972,36.366
223,볶음우동,608.1,68.8855,37.175,18.9885
224,멸치주먹밥,1020.45,123.45451,61.1605,29.322002
225,주먹밥,859.99994,99.645,47.718998,26.041002
226,참깨크래커,967.49994,130.746,14.896,40.321
227,치즈 소스와 맥앤치즈,437.84998,93.3373,19.761297,1.6908001
228,토스트,279.6,38.755,8.004,11.354
229,쫄면,2359.25,403.49292,81.132996,44.5725
230,카라멜 크루통,2376.1,483.42102,49.736004,31.995998
231,오믈렛,693.5,21.2165,49.583,43.333
232,야채참치라면,708.85,121.6535,30.447,22.47
233,달래 된장찌게,346.37,42.3094,31.129402,8.8654
234,만두그라탕,731.0,95.99801,33.406,24.373001
235,돼지고기장조림,1898.35,22.075,233.9515,87.837006
236,나쵸칩연어까나페,248.26003,33.3439,11.907901,8.0838
237,시금치프리타타,1668.41,79.8383,107.58971,98.156006
238,망고 치아시드 푸딩,631.45,93.3235,15.42,21.182499
239,연어스테이크,997.8,138.10901,62.036003,24.421999
240,수제딸기아이스크림,2064.21,116.0565,59.351997,154.04399
241,베리크림치즈크레이프,2654.28,386.41772,66.069496,91.459595
242,소시지프라타타,791.8,57.481003,62.982994,34.931
243,치즈김밥,289.59998,54.824,11.886001,4.04
244,호떡,672.39996,88.852,15.707,28.838999
245,참치주먹밥,1033.55,105.97952,29.530499,55.197
246,피넛오트밀쉐이크,1473.2,210.523,40.595,51.829998
247,봄동비빔국수,337.66998,50.048702,7.8513002,12.507299
248,날치알밥,678.77,103.42252,23.689499,19.9575
249,스파이시 글레이즈 피칸,5845.5596,176.71819,85.391,577.47046
250,연어샌드위치,81.9,7.229,3.668,4.4919996
251,미니참치버거,3326.7996,506.47806,124.25301,91.166
252,로스트 브로콜리,482.9,32.863003,12.481501,34.981
253,대파절이,247.91,31.646702,8.957,11.3398
254,웨지감자,140.3,3.4550002,3.286,12.859
255,닭고기(가슴) 샌드위치,158.20001,23.324999,7.1480002,5.073
256,크레미 오이롤초밥,456.1,75.569,12.835001,10.995999
257,초코강정,1604.25,213.6445,21.698,76.846
258,식빵 잼 대파가,548.0,44.462997,20.854,31.814001
259,깍두기볶음밥,596.05,91.218,23.709501,15.5655
260,매콤멸치 치즈김밥,624.02,31.348,37.055,40.9115
261,허니브래드,1666.2001,282.74503,55.657005,36.158997
262,기름떡볶이,899.35,178.9118,14.313701,14.610499
263,연어마요덮밥,1183.75,71.2145,137.0175,34.156006
264,롤케이크,576.5,138.986,9.557,2.421
265,꽈리고추 멸치볶음,685.8301,50.935005,22.9193,41.671997
266,베이컨요리 3종,307.5,17.774,18.285002,18.880001
267,부대즉석떡볶이,425.3,77.125,15.095,9.795
268,불고기 깻잎 토스트,233.0,37.752,10.135,5.3059998
269,크림딸기모찌,1055.5,149.71,19.445,43.54
270,바게트피자토스트,940.80005,105.489,43.141,37.453003
271,완두콩스파게티면,1151.24,177.92912,32.135902,33.313995
272,밥스테이크,673.2,85.99351,34.215,19.9695
273,고구마도넛,1593.2,327.907,21.0755,19.522999
274,밥도그,1498.95,251.93399,51.800503,27.879997
275,달걀부추빵,1039.2,66.8565,44.6815,65.02901
276,햄이라면,1741.16,241.9652,46.071,64.6542
277,에그홀토스트,430.0,47.648003,24.79,16.417
278,매운홍합볶음,824.42,71.0011,52.800503,35.803997
279,홍합라면,1580.7,241.327,34.885,53.350998
280,아보카도 바질 페스토,559.39996,32.086,25.663002,40.5
281,마약김밥,1577.2,309.659,39.74,20.6765
